case_id,ai_probability_class_1,split,outer_fold,probability_source
1,0.2587352693080902,train,1,fast_insample
2,0.8532039523124695,train,1,fast_insample
3,0.14985445141792297,train,1,fast_insample
4,0.30130380392074585,train,1,fast_insample
5,0.20963971316814423,train,1,fast_insample
7,0.31661537289619446,train,1,fast_insample
8,0.9054660797119141,train,1,fast_insample
9,0.6854032874107361,train,1,fast_insample
10,0.09981413185596466,train,1,fast_insample
11,0.8666623830795288,train,1,fast_insample
12,0.5070600509643555,train,1,fast_insample
13,0.5536749362945557,train,1,fast_insample
14,0.9517618417739868,train,1,fast_insample
15,0.6674498915672302,train,1,fast_insample
16,0.37702256441116333,train,1,fast_insample
18,0.43150022625923157,train,1,fast_insample
19,0.4908793568611145,train,1,fast_insample
20,0.9365350604057312,train,1,fast_insample
21,0.17587046325206757,train,1,fast_insample
25,0.8863291144371033,train,1,fast_insample
28,0.8282145857810974,train,1,fast_insample
29,0.7159522771835327,train,1,fast_insample
30,0.03903681039810181,train,1,fast_insample
31,0.9442413449287415,train,1,fast_insample
32,0.28283631801605225,train,1,fast_insample
33,0.4148004651069641,train,1,fast_insample
34,0.8368257880210876,train,1,fast_insample
35,0.09313423186540604,train,1,fast_insample
36,0.19430311024188995,train,1,fast_insample
37,0.6584286689758301,train,1,fast_insample
38,0.36674800515174866,train,1,fast_insample
39,0.17104674875736237,train,1,fast_insample
40,0.408823162317276,train,1,fast_insample
41,0.7826211452484131,train,1,fast_insample
43,0.14539794623851776,train,1,fast_insample
45,0.9381218552589417,train,1,fast_insample
46,0.22575320303440094,train,1,fast_insample
48,0.6311016082763672,train,1,fast_insample
49,0.1921408474445343,train,1,fast_insample
50,0.25948041677474976,train,1,fast_insample
51,0.9239764213562012,train,1,fast_insample
52,0.8356797695159912,train,1,fast_insample
53,0.047459784895181656,train,1,fast_insample
54,0.9108167886734009,train,1,fast_insample
55,0.9007467031478882,train,1,fast_insample
57,0.8829107880592346,train,1,fast_insample
58,0.3117969334125519,train,1,fast_insample
59,0.6590167880058289,train,1,fast_insample
62,0.10569678992033005,train,1,fast_insample
64,0.15798406302928925,train,1,fast_insample
65,0.09297384321689606,train,1,fast_insample
66,0.5844685435295105,train,1,fast_insample
67,0.12332239001989365,train,1,fast_insample
68,0.9235415458679199,train,1,fast_insample
69,0.3909154534339905,train,1,fast_insample
71,0.06020069867372513,train,1,fast_insample
72,0.6590090394020081,train,1,fast_insample
74,0.2660304009914398,train,1,fast_insample
75,0.3221251666545868,train,1,fast_insample
76,0.9478949904441833,train,1,fast_insample
77,0.4097157418727875,train,1,fast_insample
79,0.3020186722278595,train,1,fast_insample
82,0.10148970782756805,train,1,fast_insample
83,0.9356743693351746,train,1,fast_insample
84,0.052785832434892654,train,1,fast_insample
87,0.15883857011795044,train,1,fast_insample
88,0.592846155166626,train,1,fast_insample
90,0.5283862352371216,train,1,fast_insample
91,0.38802433013916016,train,1,fast_insample
92,0.5959128737449646,train,1,fast_insample
93,0.2005891501903534,train,1,fast_insample
95,0.17265094816684723,train,1,fast_insample
96,0.3819943070411682,train,1,fast_insample
97,0.12431415915489197,train,1,fast_insample
100,0.03347650542855263,train,1,fast_insample
101,0.9294773936271667,train,1,fast_insample
102,0.11002849042415619,train,1,fast_insample
104,0.5387831330299377,train,1,fast_insample
105,0.1802082508802414,train,1,fast_insample
106,0.5318065881729126,train,1,fast_insample
107,0.4301378130912781,train,1,fast_insample
108,0.5180111527442932,train,1,fast_insample
109,0.27513182163238525,train,1,fast_insample
110,0.4065009355545044,train,1,fast_insample
112,0.06874477863311768,train,1,fast_insample
113,0.12292256951332092,train,1,fast_insample
114,0.5145760178565979,train,1,fast_insample
115,0.4776080250740051,train,1,fast_insample
117,0.9520075917243958,train,1,fast_insample
118,0.4170769453048706,train,1,fast_insample
120,0.9566755890846252,train,1,fast_insample
121,0.9298029541969299,train,1,fast_insample
122,0.46185338497161865,train,1,fast_insample
123,0.21918579936027527,train,1,fast_insample
124,0.6319817304611206,train,1,fast_insample
125,0.8674319982528687,train,1,fast_insample
127,0.1886535882949829,train,1,fast_insample
128,0.13256807625293732,train,1,fast_insample
129,0.9763475060462952,train,1,fast_insample
130,0.9311096668243408,train,1,fast_insample
131,0.7079445123672485,train,1,fast_insample
132,0.17749115824699402,train,1,fast_insample
133,0.7847567200660706,train,1,fast_insample
134,0.37463700771331787,train,1,fast_insample
136,0.16128960251808167,train,1,fast_insample
137,0.3831903040409088,train,1,fast_insample
138,0.8878583312034607,train,1,fast_insample
139,0.17148835957050323,train,1,fast_insample
140,0.05979963019490242,train,1,fast_insample
144,0.9220554828643799,train,1,fast_insample
145,0.5532297492027283,train,1,fast_insample
146,0.4981839060783386,train,1,fast_insample
148,0.1978636384010315,train,1,fast_insample
150,0.22376084327697754,train,1,fast_insample
151,0.9451568126678467,train,1,fast_insample
152,0.7474046349525452,train,1,fast_insample
153,0.16105425357818604,train,1,fast_insample
155,0.7214970588684082,train,1,fast_insample
156,0.3416580855846405,train,1,fast_insample
158,0.24967658519744873,train,1,fast_insample
159,0.9654738306999207,train,1,fast_insample
160,0.08647813647985458,train,1,fast_insample
161,0.08868557214736938,train,1,fast_insample
162,0.844153642654419,train,1,fast_insample
163,0.7701089978218079,train,1,fast_insample
164,0.16008126735687256,train,1,fast_insample
166,0.8757917284965515,train,1,fast_insample
169,0.4466371238231659,train,1,fast_insample
170,0.30904391407966614,train,1,fast_insample
171,0.8960914611816406,train,1,fast_insample
173,0.14427721500396729,train,1,fast_insample
174,0.2673700749874115,train,1,fast_insample
176,0.19400440156459808,train,1,fast_insample
177,0.3404461443424225,train,1,fast_insample
178,0.1974361389875412,train,1,fast_insample
180,0.7692339420318604,train,1,fast_insample
181,0.9520976543426514,train,1,fast_insample
182,0.04361420497298241,train,1,fast_insample
183,0.14305125176906586,train,1,fast_insample
184,0.8117276430130005,train,1,fast_insample
185,0.9139684438705444,train,1,fast_insample
186,0.3389813005924225,train,1,fast_insample
187,0.0888194590806961,train,1,fast_insample
188,0.6710245609283447,train,1,fast_insample
189,0.14026805758476257,train,1,fast_insample
190,0.9141566753387451,train,1,fast_insample
191,0.09535396844148636,train,1,fast_insample
192,0.7962030172348022,train,1,fast_insample
193,0.2725106179714203,train,1,fast_insample
194,0.8733509182929993,train,1,fast_insample
195,0.7474973201751709,train,1,fast_insample
196,0.12599049508571625,train,1,fast_insample
198,0.12319106608629227,train,1,fast_insample
199,0.12437935173511505,train,1,fast_insample
200,0.19503943622112274,train,1,fast_insample
201,0.09684771299362183,train,1,fast_insample
202,0.316940039396286,train,1,fast_insample
203,0.8768715858459473,train,1,fast_insample
204,0.9720582365989685,train,1,fast_insample
